qtype,qcode,question,group,answer,e1,e2,aee1,aee2,hard,c1,c2,cchange,sd1,sd2,sd2.sd1,best,worst,aee1.ans,num,calibration,improve,propimprove
populations,13,US,88,324,391.25,462.5,67.25,138.5,5.25,2.75,3.25,0.5,323.9952417,228.6737122,0.705793428,165,800,0.207561728,4,0.737864787,0,0.75
populations,13,US,89,324,330.5,328.5,6.5,4.5,3.75,5.25,4.5,-0.75,1,1.732050808,1.732050808,330,332,0.020061728,4,-0.544331054,1,0.5
populations,13,US,90,324,142.25,325,181.75,1,3.75,4.25,5.75,1.5,159.1024303,0,0,325,6,0.56095679,4,0.8,1,0.75
populations,13,US,91,324,376.8,260,52.8,64,4.6,3.2,3.2,0,350.715982,151.4925741,0.431952297,320,777,0.162962963,5,0.359092423,0,0.8
populations,13,US,92,324,310.75,325,13.25,1,3.25,5,5.75,0.75,15.56438242,10.86278049,0.697925571,333,300,0.040895062,4,0.23570226,1,0.75
populations,13,US,95,324,232.5,331.25,91.5,7.25,4.5,3.25,3.25,0,132.0037878,16.52018967,0.125149361,320,60,0.282407407,4,0.632455532,1,0.75
populations,13,US,96,324,294,330,30,6,4,5.2,5.2,0,109.2245394,0,0,330,100,0.092592593,5,-0.135184518,1,0.6
populations,13,US,97,324,471.6666667,306.6666667,147.6666667,17.33333333,4.333333333,4,5,1,284.4439019,7.637626158,0.026851081,315,800,0.455761317,3,0.866025404,1,0.666666667
populations,13,US,98,324,328.75,320.75,4.75,3.25,3.25,4,5.5,1.5,32.2425702,1.5,0.046522346,320,375,0.014660494,4,-0.210818511,1,0.75
populations,13,US,99,324,346.25,338,22.25,14,3,5.5,6.25,0.75,7.5,2.943920289,0.392522705,335,350,0.06867284,4,1,1,0.75
populations,13,US,100,324,321.25,343.75,2.75,19.75,4.75,3.5,3.5,0,20.96624271,12.5,0.596196475,320,350,0.008487654,4,-0.105409255,0,0.25
populations,14,Uzbekistan,57,32,22.75,5,9.25,27,5.5,2.5,2.75,0.25,36.91770126,2.828427125,0.076614389,7,78,0.2890625,4,-0.737864787,0,0.25
populations,14,Uzbekistan,58,32,69.8,48,37.8,16,6.2,2.2,3.8,1.6,62.17475372,37.14162086,0.597374636,7,150,1.18125,5,0.544107188,1,0.8
populations,14,Uzbekistan,59,32,144.75,30.75,112.75,1.25,6,2.75,3.75,1,148.3809849,14.22146265,0.09584424,10,350,3.5234375,4,-0.774596669,1,1
populations,14,Uzbekistan,60,32,24.5,19.25,7.5,12.75,6.5,1.5,1.5,0,15.41644144,8.057087977,0.522629558,25,8,0.234375,4,-0.894427191,0,0.5
populations,14,Uzbekistan,61,32,15,17.5,17,14.5,5.25,2.5,3.75,1.25,4.082482905,6.454972244,1.58113883,20,10,0.53125,4,0,1,0.5
populations,14,Uzbekistan,62,32,41,20,9,12,6.25,2,2.75,0.75,39.8831627,6.782329983,0.170054969,30,100,0.28125,4,0.632455532,0,0.5
populations,14,Uzbekistan,63,32,14.25,14.25,17.75,17.75,6.5,1.5,3.25,1.75,5.377421935,5.678908346,1.056065232,20,7,0.5546875,4,0.816496581,0,0.5
populations,14,Uzbekistan,64,32,21.6,19.8,10.4,12.2,5.2,2.4,2.8,0.4,27.97856322,14.85597523,0.530977059,20,70,0.325,5,-0.670820393,0,0.6
populations,14,Uzbekistan,65,32,9.25,6.75,22.75,25.25,5.5,2.25,2.5,0.25,13.84136313,8.920949127,0.64451377,30,2,0.7109375,4,0.888888889,0,0.25
populations,14,Uzbekistan,66,32,56.6,9.4,24.6,22.6,5.2,2.4,3.6,1.2,108.1517452,8.734987121,0.08076603,12,250,0.76875,5,0,1,0.2
populations,14,Uzbekistan,67,32,13.25,3.25,18.75,28.75,6.25,2.75,3.75,1,17.87689384,1.707825128,0.095532543,40,3,0.5859375,4,-0.6,0,0
populations,14,Uzbekistan,68,32,9,7.25,23,24.75,6.25,2.25,2.25,0,4.546060566,2.217355783,0.487753243,15,5,0.71875,4,-0.316227766,0,0
populations,14,Uzbekistan,69,32,43.2,11.2,11.2,20.8,4.6,3.8,4.2,0.4,60.84159761,7.726577509,0.126994981,35,150,0.35,5,0.737864787,0,0.4
populations,14,Uzbekistan,70,32,47.8,25.6,15.8,6.4,6.8,1.8,2,0.2,37.40588189,7.021395873,0.187708337,50,100,0.49375,5,0.860309002,1,1
populations,14,Uzbekistan,72,32,9,8.2,23,23.8,6.4,1.4,1.6,0.2,12.86468033,10.03493896,0.780037957,31,1,0.71875,5,0.592348878,0,0.2
populations,14,Uzbekistan,73,32,34,32.8,2,0.8,5.4,2.6,3.2,0.6,42.00595196,29.61756236,0.705080137,5,80,0.0625,5,-0.552631579,1,1
populations,14,Uzbekistan,74,32,4.68,4.6,27.32,27.4,6.4,1.6,2.2,0.6,2.609980843,1.341640786,0.514042389,7.4,1,0.85375,5,0.630893268,0,0.4
populations,14,Uzbekistan,75,32,3.75,3.7,28.25,28.3,6.6,1.8,2.4,0.6,4.13067791,1.565247584,0.378932373,11,0.75,0.8828125,5,0.865180913,0,0.8
populations,14,Uzbekistan,76,32,18.75,11.25,13.25,20.75,5.75,2.25,1.5,-0.75,27.72934667,9.464847243,0.341329616,10,2,0.4140625,4,0.105409255,0,1
populations,14,Uzbekistan,77,32,122.8,33.4,90.8,1.4,5.4,3.2,3.6,0.4,213.1189809,26.69831455,0.125274222,25,500,2.8375,5,0.105409255,1,0.6
populations,14,Uzbekistan,78,32,12,9.4,20,22.6,6.4,1.4,1.6,0.2,8.336666,1.673320053,0.200718135,25,2,0.625,5,0,0,0.2
populations,14,Uzbekistan,79,32,89.25,25.75,57.25,6.25,5.5,3.5,3.75,0.25,88.25483934,16.29672769,0.184655344,27,200,1.7890625,4,-0.948683298,1,0.75
populations,14,Uzbekistan,80,32,64.4,2.9,32.4,29.1,5.4,2.6,3.6,1,131.8191944,1.341640786,0.010177886,15,300,1.0125,5,0.162221421,1,0.2
populations,14,Uzbekistan,81,32,4.875,4.25,27.125,27.75,5.5,2.75,3.75,1,2.25,0.957427108,0.425523159,8,3,0.84765625,4,0.105409255,0,0.25
populations,14,Uzbekistan,82,32,31.25,25,0.75,7,5,3.75,3.25,-0.5,30.10398645,12.24744871,0.406838102,40,70,0.0234375,4,0.316227766,0,0.75
populations,14,Uzbekistan,83,32,7,4.5,25,27.5,6,2.5,2.5,0,2.160246899,1.732050808,0.801783726,10,5,0.78125,4,0,0,0
populations,14,Uzbekistan,84,32,22,19.25,10,12.75,6,2.25,2.25,0,15.25341492,6.751543034,0.442625017,25,3,0.3125,4,-0.948683298,0,0.5
populations,14,Uzbekistan,85,32,13,9.75,19,22.25,6.5,2,1.5,-0.5,8.717797887,4.11298756,0.47179203,20,2,0.59375,4,-0.833333333,0,0.25
populations,14,Uzbekistan,86,32,14,10.4,18,21.6,6,2.4,2.2,-0.2,7.778174593,3.130495168,0.402471702,24,5,0.5625,5,-0.564288094,0,0.2
populations,14,Uzbekistan,87,32,7,6,25,26,5.75,2.25,3,0.75,3.559026084,3.16227766,0.888523317,10,3,0.78125,4,0.888888889,0,0
populations,14,Uzbekistan,88,32,49.25,98.75,17.25,66.75,5.5,2.75,3.5,0.75,50.37443135,34.24787098,0.679866156,9,100,0.5390625,4,0.316227766,0,0.5
populations,14,Uzbekistan,89,32,16.75,22.25,15.25,9.75,6.25,1.5,2.5,1,22.41093483,22.06618831,0.98461704,50,2,0.4765625,4,0.774596669,1,0.5
populations,14,Uzbekistan,90,32,10.25,9,21.75,23,6.75,2,4,2,7.5,0,0,20,2,0.6796875,4,-0.316227766,0,0.5
populations,14,Uzbekistan,91,32,24.4,6.4,7.6,25.6,5.4,2.4,3,0.6,19.98249234,0.894427191,0.044760542,40,5,0.2375,5,-0.974679434,0,0.2
populations,14,Uzbekistan,92,32,52.5,52.5,20.5,20.5,5.25,3.25,3.5,0.25,28.72281323,9.574271078,0.333333333,20,90,0.640625,4,0.316227766,0,0.5
populations,14,Uzbekistan,94,32,19.5,13.25,12.5,18.75,5.75,1.75,2.75,1,9.983319421,5.377421935,0.538640677,30,6,0.390625,4,-0.25819889,0,0.25
populations,14,Uzbekistan,95,32,10,9.25,22,22.75,6.25,1.5,1.5,0,5.597618541,3.304037934,0.590257787,15,2,0.6875,4,0.894427191,0,0.25
populations,14,Uzbekistan,96,32,11,8,21,24,6,2.4,3.4,1,9.055385138,4.69041576,0.51796977,25,3,0.65625,5,-0.307793506,0,0.2
populations,14,Uzbekistan,97,32,24.66666667,13.33333333,7.333333333,18.66666667,6.333333333,1.666666667,2,0.333333333,23.02896727,2.886751346,0.125353053,19,5,0.229166667,3,0.866025404,0,0.666666667
populations,14,Uzbekistan,98,32,17.5,18,14.5,14,5.75,2.25,3.25,1,8.660254038,2.449489743,0.282842712,30,10,0.453125,4,0.5,1,0.75
populations,14,Uzbekistan,99,32,155.5,65,123.5,33,6.25,2.75,4.25,1.5,186.8359352,7.071067812,0.037846401,12,430,3.859375,4,-0.210818511,1,0.75
populations,14,Uzbekistan,100,32,36.75,18.75,4.75,13.25,6.25,2,2.5,0.5,43.6911509,8.539125638,0.195442909,30,100,0.1484375,4,0.105409255,0,0.5
Populations,19,Australia,101,24,41,33.6,17,9.6,4.4,4.4,4.4,0,12.4498996,9.208691547,0.739659904,25,50,0.708333333,5,0.860309002,1,0.4
Populations,19,Australia,102,24,61.6,69,37.6,45,3.4,4.4,4.4,0,28.02320467,11,0.392531837,15,85,1.566666667,5,0.564288094,0,0.4
Populations,19,Australia,103,24,59.8,61,35.8,37,5.6,4,4,0,24.08734107,6.519202405,0.270648486,40,99,1.491666667,5,-0.412478956,0,0.2
Populations,19,Australia,104,24,51,44.6,27,20.6,4.6,4.4,4.6,0.2,27.24885319,2.880972058,0.105728195,15,80,1.125,5,0.410391341,1,0.6
Populations,19,Australia,105,24,68,67,44,43,5.6,4,4.6,0.6,23.70653918,16.43167673,0.693128449,40,92,1.833333333,5,0.447213595,1,0.4
Populations,19,Australia,106,24,48.4,45.4,24.4,21.4,5.2,3.4,3.2,-0.2,14.84250653,9.787747443,0.659440333,30,65,1.016666667,5,-0.790569415,1,0.2
Populations,19,Australia,107,24,41.25,61.25,17.25,37.25,4.75,3.75,5.25,1.5,27.80137886,2.5,0.089923597,20,70,0.71875,4,0.774596669,0,0.25
Populations,19,Australia,108,24,48.75,45,24.75,21,5.5,3.25,4.75,1.5,25.94063736,0,0,30,85,1.03125,4,-0.833333333,1,0.5
Populations,19,Australia,109,24,60,55,36,31,5,3.8,4.6,0.8,18.70828693,8.660254038,0.46291005,40,80,1.5,5,0,1,0.4
Populations,19,Australia,111,24,73.75,83.75,49.75,59.75,5.5,4,4.5,0.5,17.01714821,2.5,0.146910632,50,90,2.072916667,4,0.4,0,0.25
Populations,19,Australia,112,24,74.33333333,65,50.33333333,41,5.333333333,3.333333333,3.666666667,0.333333333,18.33939294,0,0,60,95,2.097222222,3,0.5,1,0.666666667
Populations,19,Australia,113,24,66,49,42,25,5,4.2,4.6,0.4,28.80972058,15.96871942,0.554282343,20,90,1.75,5,-0.947368421,1,1
Populations,19,Australia,114,24,52.2,43.2,28.2,19.2,4.8,3.4,4,0.6,21.21791696,9.257429449,0.436302464,25,80,1.175,5,0.579750904,1,0.6
Populations,19,Australia,115,24,70,67.2,46,43.2,5.4,2.4,3.8,1.4,15.41103501,7.362064928,0.477713854,50,85,1.916666667,5,0,1,0.6
Populations,19,Australia,116,24,69.75,66.25,45.75,42.25,3.25,4.75,4,-0.75,24.43187808,18.87458609,0.772539304,40,99,1.90625,4,0.25819889,1,0.25
Populations,19,Australia,117,24,45,46.25,21,22.25,5,3.5,4.5,1,11.80395414,2.5,0.211793436,28,55,0.875,4,-0.4,0,0.75
Populations,19,Australia,118,24,60.25,65,36.25,41,5.25,4,5,1,8.958236434,0,0,50,70,1.510416667,4,0.948683298,0,0.25
Populations,19,Australia,119,24,57.5,52.5,33.5,28.5,5,3.25,3.5,0.25,19.36491673,16.58312395,0.856348839,30,75,1.395833333,4,0.737864787,1,0.5
Populations,19,Australia,120,24,26.5,14.75,2.5,9.25,5,3.5,4.25,0.75,12.12435565,6.075908711,0.501132504,30,9,0.104166667,4,-0.5,0,0.5
Populations,19,Australia,121,24,29.8,15.4,5.8,8.6,4.4,4.6,5.2,0.6,24.49897957,4.5607017,0.186158843,25,70,0.241666667,5,0.153896753,0,0.4
Populations,19,Australia,122,24,66.8,62,42.8,38,5.4,3.4,3.6,0.2,29.00344807,22.8035085,0.786234397,20,99,1.783333333,5,0.052631579,1,0.6
Populations,19,Australia,123,24,46,38.2,22,14.2,4.8,4.2,3.6,-0.6,27.48636025,17.64086166,0.641804207,21,85,0.916666667,5,0.20519567,1,0.6
Populations,19,Australia,124,24,40,40,16,16,5.25,3.25,3.75,0.5,14.71960144,7.071067812,0.480384461,25,60,0.666666667,4,-0.948683298,0,0.25
Populations,19,Australia,125,24,67,76.25,43,52.25,5.75,3,3,0,26.75817632,7.5,0.28028816,40,98,1.791666667,4,-0.894427191,0,0.25
Populations,19,Australia,126,24,70,72.5,46,48.5,4.25,4.25,4.5,0.25,20.41241452,5,0.244948974,45,95,1.916666667,4,0,0,0.25
Populations,19,Australia,127,24,66.66666667,65,42.66666667,41,5.333333333,2.333333333,2,-0.333333333,24.66441431,21.79449472,0.883641283,50,95,1.777777778,3,-0.866025404,1,0.333333333
Populations,19,Australia,128,24,71.66666667,71.66666667,47.66666667,47.66666667,4.333333333,3.666666667,4,0.333333333,16.563011,16.563011,1,56,89,1.986111111,3,0.5,0,0
Populations,19,Australia,129,24,75.2,88.4,51.2,64.4,4.8,4,4.8,0.8,29.25235033,0.894427191,0.03057625,25,98,2.133333333,5,0.461690258,0,0.4
Populations,19,Australia,130,24,68.6,61,44.6,37,5.2,3.8,4.2,0.4,28.1921975,15.39480432,0.546066135,20,90,1.858333333,5,-0.20519567,1,0.8
Populations,19,Australia,131,24,61.4,30.2,37.4,6.2,4.6,4.2,5.4,1.2,25.32390175,2.949576241,0.116474004,33,99,1.558333333,5,0.894427191,1,0.8
Populations,19,Australia,132,24,45.4,32.6,21.4,8.6,4.8,3.6,4.2,0.6,16.60722734,12.3004065,0.740665871,30,72,0.891666667,5,0.288675135,1,0.4
Populations,19,Australia,133,24,39.6,23.2,15.6,0.8,5,3.8,5.4,1.6,28.64087987,1.643167673,0.05737141,24,85,0.65,5,0.359092423,1,0.6
Populations,19,Australia,134,24,48,46,24,22,5,2.8,3.6,0.8,17.88854382,9.617692031,0.537645329,20,60,1,5,0.860309002,1,0.4
Populations,19,Australia,135,24,53,54,29,30,4.2,3.4,3.8,0.4,13.94632568,12.62933094,0.905566902,37,75,1.208333333,5,0.948683298,0,0
Populations,19,Australia,136,24,50,42.5,26,18.5,5,3.25,5.25,2,28.57738033,9.574271078,0.335029697,25,90,1.083333333,4,-0.105409255,1,0.25
Populations,19,Australia,137,24,45,56,21,32,6,2.6,3.4,0.8,21.79449472,12.94217911,0.593827903,20,70,0.875,5,-0.353553391,0,0
Populations,19,Australia,138,24,51.4,43.2,27.4,19.2,5.4,3.6,3.8,0.2,36.69196097,21.71865558,0.591918638,25,99,1.141666667,5,-0.718184846,1,0.4
Populations,19,Australia,139,24,62.4,64.8,38.4,40.8,5.8,2.8,3.4,0.6,23.86000838,18.96575862,0.794876444,31,85,1.6,5,0.577350269,0,0.2
Populations,19,Australia,140,24,51.5,24.25,27.5,0.25,5.5,3.25,5.25,2,38.64798399,8.5,0.219933852,25,89,1.145833333,4,0.948683298,1,0.5
Populations,19,Australia,141,24,68.4,48,44.4,24,5.4,4.6,4,-0.6,19.53970317,13.50925609,0.691374683,45,99,1.85,5,-0.288675135,1,0.8
Populations,19,Australia,142,24,72.8,83,48.8,59,5.6,2.6,4.2,1.6,25.98461083,7.582875444,0.291821782,40,98,2.033333333,5,-0.410391341,0,0.4
Populations,19,Australia,143,24,41.75,40.5,17.75,16.5,5.75,4.25,3.25,-1,31.44704544,17.82320585,0.566768852,20,85,0.739583333,4,0.737864787,1,0.25
Populations,19,Australia,144,24,61.5,85,37.5,61,5,3.5,4.75,1.25,28.207564,0,0,30,96,1.5625,4,0.25819889,0,0.25
Populations,19,Australia,145,24,62,62,38,38,5.4,3.8,3.8,0,23.87467277,5.700877125,0.238783466,30,90,1.583333333,5,-0.718184846,0,0.6
Populations,19,Australia,146,24,59.4,60.4,35.4,36.4,6,2.4,3.8,1.4,24.01666088,32.6695577,1.360287254,32,95,1.475,5,0.921052632,0,0.4
Populations,19,Australia,147,24,36.75,34.25,12.75,10.25,5.25,2.75,4.75,2,23.42897067,1.5,0.064023299,30,70,0.53125,4,0.316227766,1,0.25
Populations,18,DRC,101,79,12.6,17.6,66.4,61.4,5.8,2.8,4.8,2,6.985699679,4.335896678,0.620681804,20,5,0.840506329,5,-0.811107106,1,0.4
Populations,18,DRC,102,79,25.4,26,53.6,53,3.2,4.4,4.4,0,18.04993075,15.5724115,0.862740789,50,2,0.678481013,5,-0.289473684,1,0.2
Populations,18,DRC,103,79,36.6,28,42.4,51,6.2,2.2,3.4,1.2,28.06777512,4.472135955,0.159333468,80,15,0.536708861,5,-0.223606798,0,0.6
Populations,18,DRC,104,79,11.6,5,67.4,74,5.4,3,5.8,2.8,11.8448301,0,0,30,2,0.853164557,5,-0.820782682,0,0.4
Populations,18,DRC,105,79,15.2,15,63.8,64,6,3.2,4.4,1.2,10.08464179,9.433981132,0.935480043,30,2,0.807594937,5,0.359092423,0,0.2
Populations,18,DRC,106,79,34.2,23.6,44.8,55.4,5.4,3.4,4.2,0.8,31.33209217,9.208691547,0.293906053,90,17,0.567088608,5,0,0,0.4
Populations,18,DRC,107,79,18,40,61,39,4.75,3.25,5.75,2.5,18.77942136,0,0,45,2,0.772151899,4,-0.316227766,1,0.75
Populations,18,DRC,108,79,42.25,38,36.75,41,5.75,2.5,3,0.5,33.37039606,14.23610434,0.426608792,80,9,0.465189873,4,0.4,0,0.5
Populations,18,DRC,109,79,28.4,13.2,50.6,65.8,5.2,3.2,4.2,1,32.12942577,7.224956747,0.224870398,80,7,0.640506329,5,0.666885929,0,0.4
Populations,18,DRC,110,79,9,9.5,70,69.5,5.5,2.25,2.25,0,4.966554809,4.203173404,0.846295584,15,3,0.886075949,4,-0.25819889,1,0.25
Populations,18,DRC,111,79,27.25,36.25,51.75,42.75,5.75,2.5,3.5,1,32.51025479,10.30776406,0.317061928,75,4,0.655063291,4,-0.632455532,1,0.75
Populations,18,DRC,112,79,25.66666667,20,53.33333333,59,6,2.666666667,2.333333333,-0.333333333,9.814954576,0,0,37,20,0.675105485,3,0.866025404,0,0
Populations,18,DRC,113,79,29,30,50,49,5.2,4.6,5,0.4,10.24695077,0,0,45,20,0.632911392,5,0.892217816,1,0.4
Populations,18,DRC,114,79,25.6,22,53.4,57,5.4,3.2,4,0.8,11.92895637,1.58113883,0.132546283,43,14,0.675949367,5,0.820782682,0,0.4
Populations,18,DRC,115,79,38.6,50.2,40.4,28.8,5.6,2.6,3.4,0.8,20.73161836,0.447213595,0.021571572,60,13,0.511392405,5,0.289473684,1,0.4
Populations,18,DRC,116,79,41.5,44.25,37.5,34.75,4,3.25,4.25,1,23.92348915,10.87428159,0.454544131,75,20,0.474683544,4,0.316227766,1,0.5
Populations,18,DRC,117,79,32.75,39.5,46.25,39.5,5.75,2.5,4.75,2.25,32.51025479,1,0.030759525,80,6,0.585443038,4,-0.774596669,1,0.75
Populations,18,DRC,118,79,14.25,19,64.75,60,5.5,3,3.5,0.5,8.30160627,2.828427125,0.340708416,25,5,0.819620253,4,-0.737864787,1,0.5
Populations,18,DRC,119,79,39.25,30,39.75,49,5.75,3,4.25,1.25,21.96019126,0,0,72,25,0.503164557,4,0.5,0,0.25
Populations,18,DRC,120,79,13.5,10,65.5,69,5.25,2.25,4,1.75,6.8556546,7.702813339,1.123570802,20,5,0.829113924,4,0.632455532,0,0
Populations,18,DRC,121,79,19.2,7.2,59.8,71.8,4.6,4.6,5.2,0.6,22.91724242,1.303840481,0.056893428,60,6,0.756962025,5,-0.866025404,0,0.2
Populations,18,DRC,122,79,29.4,31,49.6,48,5.4,3,4,1,25.76431641,2.236067977,0.086789338,72,10,0.627848101,5,0.5,1,0.6
Populations,18,DRC,123,79,8.4,11.6,70.6,67.4,5.6,2.6,3.8,1.2,2.607680962,4.774934555,1.831103814,10,4,0.893670886,5,0.125,1,0.4
Populations,18,DRC,124,79,10.5,10.5,68.5,68.5,5.25,3.25,3.5,0.25,4.203173404,1.290994449,0.307147558,15,6,0.867088608,4,-0.210818511,0,0.5
Populations,18,DRC,125,79,12,13.75,67,65.25,6,1.5,2.25,0.75,5.597618541,4.787135539,0.855209319,20,7,0.848101266,4,-0.447213595,1,0.5
Populations,18,DRC,126,79,21.75,23.5,57.25,55.5,5.25,3.75,4,0.25,32.21154038,19.63839776,0.609669626,70,4,0.724683544,4,0.316227766,1,0.5
Populations,18,DRC,127,79,18.33333333,18.33333333,60.66666667,60.66666667,6.333333333,1.333333333,2,0.666666667,15.27525232,5.773502692,0.377964473,35,5,0.767932489,3,0.866025404,0,0.333333333
Populations,18,DRC,128,79,28,26,51,53,5.666666667,2.666666667,3.333333333,0.666666667,9.16515139,6.92820323,0.755928946,36,18,0.64556962,3,0.5,0,0
Populations,18,DRC,129,79,10,11.8,69,67.2,5.6,3.8,4.4,0.6,5.244044241,1.483239697,0.282842712,18,4,0.873417722,5,-0.632455532,1,0.4
Populations,18,DRC,130,79,39,60.4,40,18.6,6,2.8,5.6,2.8,19.49358869,0.894427191,0.045883147,60,20,0.506329114,5,0.263157895,1,0.8
Populations,18,DRC,131,79,61.6,90.6,17.4,11.6,4.8,4.4,5.8,1.4,32.02030606,0.894427191,0.027933124,90,15,0.220253165,5,0.820782682,1,0.8
Populations,18,DRC,132,79,44.4,39.6,34.6,39.4,4.8,3.2,4.2,1,35.04711115,17.70028248,0.505042553,99,10,0.437974684,5,0.153896753,0,0.2
Populations,18,DRC,133,79,17.8,44.8,61.2,34.2,6,2.4,5,2.6,15.73848786,0.447213595,0.028415284,45,5,0.774683544,5,-0.051298918,1,0.8
Populations,18,DRC,134,79,27.4,28.6,51.6,50.4,5.6,2.6,2.8,0.2,25.37321422,22.74423004,0.89638742,65,2,0.653164557,5,0.737864787,1,0.6
Populations,18,DRC,135,79,10.8,12.4,68.2,66.6,4,3.6,3.8,0.2,5.848076607,3.286335345,0.561951487,15,3,0.863291139,5,-0.802955069,1,0.4
Populations,18,DRC,136,79,13.75,15,65.25,64,6,2.5,4.5,2,8.539125638,0,0,25,5,0.825949367,4,-0.632455532,1,0.5
Populations,18,DRC,137,79,23,20.6,56,58.4,6.2,2.6,3,0.4,6.708203932,5.639148872,0.840634681,30,15,0.708860759,5,-0.027777778,0,0
Populations,18,DRC,138,79,27.8,27,51.2,52,5.8,2.8,5.8,3,8.228000972,1.870828693,0.227373417,36,15,0.648101266,5,0.20519567,0,0.2
Populations,18,DRC,139,79,13.2,13.8,65.8,65.2,6,2.8,4.6,1.8,4.711687596,5.215361924,1.106898923,19,7,0.832911392,5,0.740436097,1,0.2
Populations,18,DRC,140,79,46.75,51.25,32.25,27.75,6,3.25,5.25,2,30.42340108,17.01714821,0.559344045,87,15,0.408227848,4,0,1,0.25
Populations,18,DRC,141,79,29.4,44.4,49.6,34.6,6.2,2.6,4.6,2,20.29285589,11.69615321,0.576368022,60,10,0.627848101,5,0.718184846,1,0.8
Populations,18,DRC,142,79,16.6,16.6,62.4,62.4,6,1.6,3.4,1.8,4.098780306,3.435112807,0.83808171,20,10,0.789873418,5,-0.688247202,0,0.2
Populations,18,DRC,143,79,18.25,18.25,60.75,60.75,5.75,3,5.25,2.25,27.83732506,27.83732506,1,60,4,0.768987342,4,0.5,0,0
Populations,18,DRC,144,79,4.25,36.25,74.75,42.75,4,3.75,4.5,0.75,2.061552813,17.5,8.488746876,7,2,0.946202532,4,-0.5,1,1
Populations,18,DRC,145,79,26.6,10.6,52.4,68.4,6.6,2.2,2.4,0.2,31.92647804,2.607680962,0.08167769,81,2,0.663291139,5,-0.707106781,0,0.4
Populations,18,DRC,146,79,23.4,29.6,55.6,49.4,6,2.4,3,0.6,34.60924732,32.14498406,0.928797548,85,2,0.703797468,5,-0.344123601,1,0.4
Populations,18,DRC,147,79,20.25,14.5,58.75,64.5,5.5,2.5,3.25,0.75,25.22399651,3.109126351,0.123260656,56,2,0.743670886,4,-0.2,0,0.5
Populations,18,DRC,148,79,21.66666667,25.33333333,57.33333333,53.66666667,5.333333333,2.333333333,4,1.666666667,17.55942292,8.386497084,0.477606646,40,5,0.725738397,3,0.866025404,1,0.666666667
Populations,17,Germany,101,83,35.4,49,47.6,34,4.8,3.8,3.6,-0.2,35.57808314,28.37252192,0.79747191,90,2,0.573493976,5,-0.153896753,1,0.6
Populations,17,Germany,102,83,53.6,36.7,29.4,46.3,4,3.6,5,1.4,39.60176764,20.78340684,0.52481008,88,8,0.354216867,5,0.8,0,0.4
Populations,17,Germany,103,83,50,39,33,44,5,2.8,4.2,1.4,20,4.183300133,0.209165007,80,30,0.397590361,5,0.865180913,0,0.2
Populations,17,Germany,104,83,28.6,24,54.4,59,4.8,4.2,6,1.8,10.89954127,0,0,46,20,0.655421687,5,-0.263157895,0,0.4
Populations,17,Germany,105,83,56.6,57,26.4,26,6,4.2,5,0.8,11.52388823,6.708203932,0.582112894,68,40,0.318072289,5,-0.666885929,1,0.2
Populations,17,Germany,106,83,58.6,66,24.4,17,5,3,3.4,0.4,22.33383084,11.93733639,0.534495693,80,35,0.293975904,5,0.432590456,1,0.6
Populations,17,Germany,107,83,23.75,31.25,59.25,51.75,4.5,3.75,5.25,1.5,8.539125638,2.5,0.292770022,35,15,0.713855422,4,0.316227766,1,0.75
Populations,17,Germany,108,83,43,42.5,40,40.5,5.75,2.5,3,0.5,22.18107301,15,0.676252226,76,30,0.481927711,4,0.948683298,0,0.5
Populations,17,Germany,109,83,56.4,72.4,26.6,10.6,4.4,3.8,4.2,0.4,34.2388668,14.01071019,0.409204845,80,10,0.320481928,5,0.666885929,1,0.4
Populations,17,Germany,111,83,28.75,46.25,54.25,36.75,5.5,3,4,1,22.86737122,7.5,0.327978233,60,5,0.653614458,4,0.5,1,0.75
Populations,17,Germany,112,83,66.33333333,60,16.66666667,23,5.333333333,3,4,1,32.71594922,0,0,80,29,0.200803213,3,-0.866025404,0,0.333333333
Populations,17,Germany,113,83,51,46,32,37,4.8,4,4.4,0.4,14.31782106,2.236067977,0.156173762,70,35,0.385542169,5,-0.718184846,0,0.4
Populations,17,Germany,114,83,56.2,54.6,26.8,28.4,5.2,2.4,3.8,1.4,21.19433887,4.5607017,0.215184901,78,26,0.322891566,5,0.461690258,0,0.2
Populations,17,Germany,115,83,54,73.2,29,9.8,6,2.2,3.6,1.4,28.15137652,6.610597552,0.234823244,90,20,0.34939759,5,0.223606798,1,0.8
Populations,17,Germany,116,83,61.75,66.25,21.25,16.75,4,4.25,4.5,0.25,21.63908501,8.539125638,0.394615837,86,35,0.256024096,4,0.737864787,1,0.5
Populations,17,Germany,117,83,29.75,40.75,53.25,42.25,5.75,2.75,3.25,0.5,16.78044497,18.31893374,1.091683431,48,15,0.641566265,4,-0.948683298,1,0.75
Populations,17,Germany,118,83,31.75,37,51.25,46,5.25,3.5,4.5,1,18.13605984,0,0,45,5,0.61746988,4,-0.316227766,1,0.25
Populations,17,Germany,119,83,68.75,88,14.25,5,4.25,4.25,6.5,2.25,22.41093483,0,0,80,37,0.171686747,4,0.737864787,1,0.5
Populations,17,Germany,120,83,42.5,28.75,40.5,54.25,6,2,4.5,2.5,15.54563176,8.539125638,0.549294218,60,25,0.487951807,4,0.632455532,0,0
